Location,median_income
"Greene County, Virginia: Summary level: 050, state:51> county:079",68625
"Hanover County, Virginia: Summary level: 050, state:51> county:085",99123
"Lunenburg County, Virginia: Summary level: 050, state:51> county:111",47313
"Orange County, Virginia: Summary level: 050, state:51> county:137",76858
"Emporia city, Virginia: Summary level: 050, state:51> county:595",36104
"Wythe County, Virginia: Summary level: 050, state:51> county:197",55176
"Chesapeake city, Virginia: Summary level: 050, state:51> county:550",83169
"Colonial Heights city, Virginia: Summary level: 050, state:51> county:570",61343
"Harrisonburg city, Virginia: Summary level: 050, state:51> county:660",59835
"Albemarle County, Virginia: Summary level: 050, state:51> county:003",92492
"Bland County, Virginia: Summary level: 050, state:51> county:021",58547
"Bedford County, Virginia: Summary level: 050, state:51> county:019",71534
"Botetourt County, Virginia: Summary level: 050, state:51> county:023",78042
"Buckingham County, Virginia: Summary level: 050, state:51> county:029",58059
"Wise County, Virginia: Summary level: 050, state:51> county:195",47883
"Bristol city, Virginia: Summary level: 050, state:51> county:520",50198
"Covington city, Virginia: Summary level: 050, state:51> county:580",48388
"Portsmouth city, Virginia: Summary level: 050, state:51> county:740",58432
"Williamsburg city, Virginia: Summary level: 050, state:51> county:830",80250
"Virginia Beach city, Virginia: Summary level: 050, state:51> county:810",81730
"Alleghany County, Virginia: Summary level: 050, state:51> county:005",61037
"Carroll County, Virginia: Summary level: 050, state:51> county:035",52651
"Galax city, Virginia: Summary level: 050, state:51> county:640",44512
"Washington County, Virginia: Summary level: 050, state:51> county:191",59425
"Westmoreland County, Virginia: Summary level: 050, state:51> county:193",72392
"Northumberland County, Virginia: Summary level: 050, state:51> county:133",65774
"Page County, Virginia: Summary level: 050, state:51> county:139",53689
"Pulaski County, Virginia: Summary level: 050, state:51> county:155",56937
"Warren County, Virginia: Summary level: 050, state:51> county:187",76627
"Alexandria city, Virginia: Summary level: 050, state:51> county:510",119485
"Danville city, Virginia: Summary level: 050, state:51> county:590",44976
"Fredericksburg city, Virginia: Summary level: 050, state:51> county:630",75143
"Hampton city, Virginia: Summary level: 050, state:51> county:650",63666
"Amherst County, Virginia: Summary level: 050, state:51> county:009",61614
"Arlington County, Virginia: Summary level: 050, state:51> county:013",150962
"Bath County, Virginia: Summary level: 050, state:51> county:017",58901
"Hopewell city, Virginia: Summary level: 050, state:51> county:670",52846
"Buchanan County, Virginia: Summary level: 050, state:51> county:027",39304
"Newport News city, Virginia: Summary level: 050, state:51> county:700",60635
"Frederick County, Virginia: Summary level: 050, state:51> county:069",81383
"Stafford County, Virginia: Summary level: 050, state:51> county:179",112452
"Lynchburg city, Virginia: Summary level: 050, state:51> county:680",54491
"York County, Virginia: Summary level: 050, state:51> county:199",98292
"Richmond city, Virginia: Summary level: 050, state:51> county:760",54394
"Martinsville city, Virginia: Summary level: 050, state:51> county:690",49006
"Nelson County, Virginia: Summary level: 050, state:51> county:125",64225
"Essex County, Virginia: Summary level: 050, state:51> county:057",59854
"Pittsylvania County, Virginia: Summary level: 050, state:51> county:143",53486
"Norton city, Virginia: Summary level: 050, state:51> county:720",45795
"Staunton city, Virginia: Summary level: 050, state:51> county:790",65955
"Fluvanna County, Virginia: Summary level: 050, state:51> county:065",80000
"Amelia County, Virginia: Summary level: 050, state:51> county:007",69614
"Radford city, Virginia: Summary level: 050, state:51> county:750",56648
"Winchester city, Virginia: Summary level: 050, state:51> county:840",61607
"Accomack County, Virginia: Summary level: 050, state:51> county:001",53152
"Craig County, Virginia: Summary level: 050, state:51> county:045",81463
"Floyd County, Virginia: Summary level: 050, state:51> county:063",57986
"Giles County, Virginia: Summary level: 050, state:51> county:071",57483
"Grayson County, Virginia: Summary level: 050, state:51> county:077",45102
"Nottoway County, Virginia: Summary level: 050, state:51> county:135",47746
"Rappahannock County, Virginia: Summary level: 050, state:51> county:157",83514
"Tazewell County, Virginia: Summary level: 050, state:51> county:185",52395
"Buena Vista city, Virginia: Summary level: 050, state:51> county:530",45313
"Falls Church city, Virginia: Summary level: 050, state:51> county:610",163203
"Manassas Park city, Virginia: Summary level: 050, state:51> county:685",81571
"Petersburg city, Virginia: Summary level: 050, state:51> county:730",41318
"Poquoson city, Virginia: Summary level: 050, state:51> county:735",104543
"Sussex County, Virginia: Summary level: 050, state:51> county:183",57027
"Fairfax city, Virginia: Summary level: 050, state:51> county:600",127808
"Waynesboro city, Virginia: Summary level: 050, state:51> county:820",56536
"Manassas city, Virginia: Summary level: 050, state:51> county:683",82887
"Roanoke city, Virginia: Summary level: 050, state:51> county:770",51828
"Salem city, Virginia: Summary level: 050, state:51> county:775",68149
"Suffolk city, Virginia: Summary level: 050, state:51> county:800",79696
"Norfolk city, Virginia: Summary level: 050, state:51> county:710",55574
"Charlotte County, Virginia: Summary level: 050, state:51> county:037",48104
"Chesterfield County, Virginia: Summary level: 050, state:51> county:041",89897
"Fairfax County, Virginia: Summary level: 050, state:51> county:059",135791
"Greensville County, Virginia: Summary level: 050, state:51> county:081",50705
"Isle of Wight County, Virginia: Summary level: 050, state:51> county:093",82362
"James City County, Virginia: Summary level: 050, state:51> county:095",96755
"Russell County, Virginia: Summary level: 050, state:51> county:167",52756
"Franklin city, Virginia: Summary level: 050, state:51> county:620",53969
"Smyth County, Virginia: Summary level: 050, state:51> county:173",50345
"Charlottesville city, Virginia: Summary level: 050, state:51> county:540",76173
"Lexington city, Virginia: Summary level: 050, state:51> county:678",62600
"Campbell County, Virginia: Summary level: 050, state:51> county:031",61891
"Henrico County, Virginia: Summary level: 050, state:51> county:087",83348
"Henry County, Virginia: Summary level: 050, state:51> county:089",45195
"King George County, Virginia: Summary level: 050, state:51> county:099",94005
"Louisa County, Virginia: Summary level: 050, state:51> county:109",70005
"King William County, Virginia: Summary level: 050, state:51> county:101",74105
"Lancaster County, Virginia: Summary level: 050, state:51> county:103",67426
"Lee County, Virginia: Summary level: 050, state:51> county:105",46445
"Mathews County, Virginia: Summary level: 050, state:51> county:115",66722
"Middlesex County, Virginia: Summary level: 050, state:51> county:119",60343
"Prince Edward County, Virginia: Summary level: 050, state:51> county:147",55956
"Prince George County, Virginia: Summary level: 050, state:51> county:149",81226
"Richmond County, Virginia: Summary level: 050, state:51> county:159",53247
"Rockingham County, Virginia: Summary level: 050, state:51> county:165",66078
"Scott County, Virginia: Summary level: 050, state:51> county:169",50317
"Spotsylvania County, Virginia: Summary level: 050, state:51> county:177",91899
"Surry County, Virginia: Summary level: 050, state:51> county:181",61207
"Appomattox County, Virginia: Summary level: 050, state:51> county:011",66409
"Clarke County, Virginia: Summary level: 050, state:51> county:043",94496
"Franklin County, Virginia: Summary level: 050, state:51> county:067",63251
"King and Queen County, Virginia: Summary level: 050, state:51> county:097",57069
"Mecklenburg County, Virginia: Summary level: 050, state:51> county:117",54582
"Montgomery County, Virginia: Summary level: 050, state:51> county:121",77543
"New Kent County, Virginia: Summary level: 050, state:51> county:127",89832
"Augusta County, Virginia: Summary level: 050, state:51> county:015",70096
"Cumberland County, Virginia: Summary level: 050, state:51> county:049",59538
"Dickenson County, Virginia: Summary level: 050, state:51> county:051",40071
"Goochland County, Virginia: Summary level: 050, state:51> county:075",102640
"Halifax County, Virginia: Summary level: 050, state:51> county:083",55478
"Loudoun County, Virginia: Summary level: 050, state:51> county:107",146662
"Madison County, Virginia: Summary level: 050, state:51> county:113",58071
"Prince William County, Virginia: Summary level: 050, state:51> county:153",111606
"Roanoke County, Virginia: Summary level: 050, state:51> county:161",77475
"Southampton County, Virginia: Summary level: 050, state:51> county:175",65697
"Highland County, Virginia: Summary level: 050, state:51> county:091",58333
"Brunswick County, Virginia: Summary level: 050, state:51> county:025",52500
"Caroline County, Virginia: Summary level: 050, state:51> county:033",70110
"Gloucester County, Virginia: Summary level: 050, state:51> county:073",77658
"Northampton County, Virginia: Summary level: 050, state:51> county:131",54628
"Patrick County, Virginia: Summary level: 050, state:51> county:141",52990
"Powhatan County, Virginia: Summary level: 050, state:51> county:145",90567
"Rockbridge County, Virginia: Summary level: 050, state:51> county:163",64865
"Shenandoah County, Virginia: Summary level: 050, state:51> county:171",63947
"Fauquier County, Virginia: Summary level: 050, state:51> county:061",113243
"Harrison County, West Virginia: Summary level: 050, state:54> county:033",63516
"Ohio County, West Virginia: Summary level: 050, state:54> county:069",66854
"Ritchie County, West Virginia: Summary level: 050, state:54> county:085",51772
"Calhoun County, West Virginia: Summary level: 050, state:54> county:013",47988
"Morgan County, West Virginia: Summary level: 050, state:54> county:065",59923
"Lincoln County, West Virginia: Summary level: 050, state:54> county:043",45829
"Raleigh County, West Virginia: Summary level: 050, state:54> county:081",52515
"Braxton County, West Virginia: Summary level: 050, state:54> county:007",52665
"Putnam County, West Virginia: Summary level: 050, state:54> county:079",72573
"Barbour County, West Virginia: Summary level: 050, state:54> county:001",47125
"Boone County, West Virginia: Summary level: 050, state:54> county:005",47345
"McDowell County, West Virginia: Summary level: 050, state:54> county:047",32007
"Wayne County, West Virginia: Summary level: 050, state:54> county:099",50031
